Country;Store;Store Name;Address;Postal code;City;Region;Latitude;Longitude
FI;FI0170;Oulu, Valkea;Isokatu 22–25;90100;Oulu;4;;
FI;FI0171;Kouvola, Kauppalankatu;Kauppalankatu 6-8;45100;Kouvola;3;;
FI;FI0172;Helsinki, Vantaa Airport;Lentoasemantie 1;1530;Vantaa;6;;
FI;FI0176;Hämeenlinna, Tiiriö;Pitkätanhuankatu 1;13130;Hämeenlinna;5;;
FI;FI0178;Tampere, Tullintori;Tullikatu 6;33100;Tampere;2;;
PT;PT0101;Sintra, Alegro Sintra;R. Alto do Forte IC 19;;Rio de Mouro;1;38,77542;-9,3406632
PT;PT0102;Braga, Nova Arcada;Avenida de Lamas 100;;Braga;2;41,5622841;-8,4433206
PT;PT0104;Porto, Parque Nascente;Praceta Parque Nascente 35;;Rio Tinto;2;41,173672;-8,5683243
PT;PT0105;Porto Rua de Santa Catarina;Rua de Santa Catarina 382;;Porto;2;41,1495442;-8,608373
PT;PT0106;Amadora, UBBO;Av. Cruzeiro Seixas 5 e 7;;Amadora;1;38,7789997;-9,2218508
PT;PT0107;Portimão, Aqua Portimão;R. de São Pedro 72;;Portimão;1;37,1470032;-8,5453023
PT;PT0108;Guimarães, Espaco Guimarães;Rua 25 De Abril 184-210;;Silvares;2;41,4368352;-8,365313
PT;PT0109;Viseu, Palácio do Gelo;R. do Palácio do Gelo 3;;Viseu;2;40,6436756;-7,9136904
PT;PT0110;Barreiro, BPlanet;Estrada Nacional n.º 10, km 18.5;;Coina;1;38,5826949;-9,0458328
PT;PT0111;Lisboa, Entrecampos;Campo Grande 3;;Lisboa;1;;
PT;PT0112;Coimbra, Alma Shopping;;;Viseu;2;;
PT;PT0113;Vila Real, Nosso Shopping;Alameda de Grasse;;Vila Real;2;;
PT;PT0114;Lisboa, Saldanha Residence;Avenida Fontes Pereira de Melo 42 E;;Lisboa;1;;
PT;PT0115;Porto, Shopping Cidade do Por;R. de Gonçalo Sampaio 350;;Porto;2;;
PT;PT0116;Lisboa, Campo Pequeno;;;Lisboa;1;;
PT;PT0117;Setúbal, Alegro Setúbal;;;Portimão;1;;
PT;PT0118;Loures, LoureShopping;Av. das Descobertas 90;;Loures;1;;
PT;PT0119;Loulé, Mar Shopping Algarve;Av. Algarve;;Almancil;1;;
PT;PT0120;Vila Nova de Gaia, GaiaShopping;;;Lisboa;1;;
ES;ES0101;Madrid, La Gavia;Calle Adolfo Bioy Casares,2;28051;Madrid;1;;
ES;ES0102;Torrejón, Parque Corredor;Carretera Torrejón a Ajalvir, S/N;28850;Torrejon de Ardoz;1;;
ES;ES0103;Guadalajara, Ferial Plaza;Av. de Eduardo Guitián, 13, 19;19002;Guadalajara;1;;
ES;ES0104;Murcia, Nueva Condomina;Autovía del Mediterráneo, Km. 760;30110;Murcia;1;;
ES;ES0106;Valencia, Juan de Austria 32;Calle Don Juan de Austria 32;46002;Valencia;1;;
ES;ES0107;Mataró, Mataró Parc;Carrer Estrasburg, 5;8304;Mataró, Barcelona;1;;
ES;ES0108;Sanlúcar de Barrameda, Las Dunas;Carr. Puerto de Sta. María;11540;Cádiz;1;;
ES;ES0109;San Javier, Dos Mares;N-332;30730;San Javier, Murcia;1;;
ES;ES0111;Granada, Nevada;Av. de las palmeras nº 75;18100;Armilla, Granada;1;;
ES;ES0112;Alcalá de Guadaíra, Los Alcores;A-92, Km. 8.8;41500;Alcalá de Guadaíra;1;;
ES;ES0113;Madrid, Isla Azul;C. de la Calderilla, 1;28054;Madrid;1;;
ES;ES0117;Zaragoza, Alfonso I 17;Alfonso I 17;50003;Zaragoza;1;;
